"t_risposta","volte"
"12.906662396266","0"
"9.9272230897778","0"
"5.9142655968309","0"
"11.821035865128","0"
"13.448887664366","1"
"17.269332871431","1"
"20.923650556455","1"
"14.781407076334","1"
"14.553992860056","0"
"9.9797721149071","2"
"16.136025274648","1"
"14.999357819821","1"
"13.83164253897","0"
"10.310823770955","1"
"11.370046651782","0"
"11.732370223377","0"
